"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.user_turn_0","Input.agent_turn_0","Input.user_turn_1","Input.option_0","Input.option_0_idx","Input.option_1","Input.option_1_idx","Input.option_2","Input.option_2_idx","Input.option_3","Input.option_3_idx","Answer.comments","Answer.manual_entry","Answer.radio-input","Approve","Reject"
"307FVKVSYRKVHJ9HA1PPMFR7ITB74S","3O7C9ZLMU037LI1HPYLPIAO4PD8JV4","Choose and rewrite chatbot responses","You will see responses from a chatbot and be asked to choose and/or edit valid responses","chatbot, data collection, text","$0.09","Thu Oct 13 10:48:43 PDT 2022","1","BatchId:4899871;OriginalHitTemplateId:928390845;","7200","259200","Thu Oct 20 10:48:43 PDT 2022","","","3XC1O3LBOTRG09B3JYW82BGJ0CPLTE","AKQAI78JTXXC9","Submitted","Thu Oct 13 10:49:10 PDT 2022","Thu Oct 13 10:51:46 PDT 2022","Sun Oct 16 10:51:46 PDT 2022","","","","156","100% (1478/1478)","0% (0/0)","0% (0/0)","when is my lunch meeting ?"," event matching "" lunch meeting "" is on Wednesday at 8 : 00 AM . ","who is my lunch meeting with ?","Who is invited to lunch?","2","Who is attending the lunch meeting?","1","Who is my lunch meeting with?","0","defer the next meeting Simmons","3","{}","{}","2"
"30QQTY5GMKPUYH3WP7G7ZJP1H6YU71","3O7C9ZLMU037LI1HPYLPIAO4PD8JV4","Choose and rewrite chatbot responses","You will see responses from a chatbot and be asked to choose and/or edit valid responses","chatbot, data collection, text","$0.09","Thu Oct 13 10:48:43 PDT 2022","1","BatchId:4899871;OriginalHitTemplateId:928390845;","7200","259200","Thu Oct 20 10:48:43 PDT 2022","","","3TVRFO09GLKNHQKNO8X5RE1PD8ELXY","AKQAI78JTXXC9","Submitted","Thu Oct 13 10:53:04 PDT 2022","Thu Oct 13 10:57:39 PDT 2022","Sun Oct 16 10:57:39 PDT 2022","","","","275","100% (1478/1478)","0% (0/0)","0% (0/0)","that 's great"," I 've changed "" staff meeting "" to be without Doug and Joan . "," Great . We have a kickball game tonight that Emily wo n't be there , Darren is going to come in her place .","Emily isn't coming to the kickball game today, but Darren is.","1","Emily isn't going to make it to the kickball game tonight, but Darren is.","0","What about Sunday?","3","Emily isn't coming to the kickball game tonight, but Darren is.","2","{}","{}","2"
"30U1YOGZGA1U0DC2RFOTKAH9IKGSDC","3O7C9ZLMU037LI1HPYLPIAO4PD8JV4","Choose and rewrite chatbot responses","You will see responses from a chatbot and be asked to choose and/or edit valid responses","chatbot, data collection, text","$0.09","Thu Oct 13 10:48:46 PDT 2022","1","BatchId:4899871;OriginalHitTemplateId:928390845;","7200","259200","Thu Oct 20 10:48:46 PDT 2022","","","3KYQYYSHYWCHP5I3A0CLPO2RSV6ODF","AKQAI78JTXXC9","Submitted","Thu Oct 13 10:49:07 PDT 2022","Thu Oct 13 10:51:28 PDT 2022","Sun Oct 16 10:51:28 PDT 2022","","","","141","100% (1478/1478)","0% (0/0)","0% (0/0)","Cancel the little league game on Wednesday .","Is this what you want me to cancel ?","Sorry I meant the one on Thursday .","Actually cancel the one on Thursday.","0","I meant the one on Thursday.","2","I meant the one on Thursday.","1","cancel the 1 pm","3","{}","I meant for you to cancel the one on Thursday.",""
"31GN6YMHLPXT9JCT8ATJCY6UP0MWSP","3O7C9ZLMU037LI1HPYLPIAO4PD8JV4","Choose and rewrite chatbot responses","You will see responses from a chatbot and be asked to choose and/or edit valid responses","chatbot, data collection, text","$0.09","Thu Oct 13 10:48:43 PDT 2022","1","BatchId:4899871;OriginalHitTemplateId:928390845;","7200","259200","Thu Oct 20 10:48:43 PDT 2022","","","3TVRFO09GLKNHQKNO8X5RE1PD8DLXX","A2RBF3IIJP15IH","Submitted","Thu Oct 13 10:49:25 PDT 2022","Thu Oct 13 10:56:07 PDT 2022","Sun Oct 16 10:56:07 PDT 2022","","","","402","100% (474/474)","0% (0/0)","0% (0/0)","","","I need event to be at 13 tomorrow","make an event for 13 tomorrow","2","make an Event for 13 tomorrow","0","What will the temperature be at 3am tomorrow?","3","make an event for 1300 tomorrow","1","{}","{}","4"
"31J7RYECZLVD4510RD7X7M251T61LI","3O7C9ZLMU037LI1HPYLPIAO4PD8JV4","Choose and rewrite chatbot responses","You will see responses from a chatbot and be asked to choose and/or edit valid responses","chatbot, data collection, text","$0.09","Thu Oct 13 10:48:46 PDT 2022","1","BatchId:4899871;OriginalHitTemplateId:928390845;","7200","259200","Thu Oct 20 10:48:46 PDT 2022","","","3CPLWGV3MP4N4U5AX576O3JWB0M9N4","A2RBF3IIJP15IH","Submitted","Thu Oct 13 10:49:06 PDT 2022","Thu Oct 13 10:51:38 PDT 2022","Sun Oct 16 10:51:38 PDT 2022","","","","152","100% (474/474)","0% (0/0)","0% (0/0)"," Sorry , I ca n't have it be on a weekend . ","Does one of these work ?","Is there a day available earlier in the week ?","Is there anything available earlier in the week?","2","Can we make it earlier this week?","1","What about later in the week?","0","Schedule a lunch with the manager and myself for next Wednesday.","3","{}","{}","2"
"32CXT5U14G8YYV8FZC8DDJLWSQ4U8O","3O7C9ZLMU037LI1HPYLPIAO4PD8JV4","Choose and rewrite chatbot responses","You will see responses from a chatbot and be asked to choose and/or edit valid responses","chatbot, data collection, text","$0.09","Thu Oct 13 10:48:44 PDT 2022","1","BatchId:4899871;OriginalHitTemplateId:928390845;","7200","259200","Thu Oct 20 10:48:44 PDT 2022","","","3IRIK4HM3BPHV76LA8VGOIYIMV0C6E","A2LMQ4497NMK3S","Submitted","Thu Oct 13 10:49:21 PDT 2022","Thu Oct 13 10:52:37 PDT 2022","Sun Oct 16 10:52:37 PDT 2022","","","","196","100% (1103/1103)","0% (0/0)","0% (0/0)","cancel my lunch","Is this what you want me to cancel ?","show my all events","Search for all events","2","defer the next meeting Simmons","0","Are you sure about that? Please check again.","3","search events","1","{}","{}","1"
"32FESTC2NHV0AYYSGOOIF5HFIHPUCU","3O7C9ZLMU037LI1HPYLPIAO4PD8JV4","Choose and rewrite chatbot responses","You will see responses from a chatbot and be asked to choose and/or edit valid responses","chatbot, data collection, text","$0.09","Thu Oct 13 10:48:46 PDT 2022","1","BatchId:4899871;OriginalHitTemplateId:928390845;","7200","259200","Thu Oct 20 10:48:46 PDT 2022","","","36ZN444YTS3YXGYP2EDWGLI4K0EOIH","A2RBF3IIJP15IH","Submitted","Thu Oct 13 10:49:20 PDT 2022","Thu Oct 13 10:54:28 PDT 2022","Sun Oct 16 10:54:28 PDT 2022","","","","308","100% (474/474)","0% (0/0)","0% (0/0)","Add a meeting at 5 pm with Bob .","How 's this ?","Can you check to see if I have a board meeting next week ?","Is there a board meeting next week?","1","What about the board meeting next week?","0","I need to walk the dog before my meeting.","3","What about the board meeting next week?","2","{}","{}","1"
"32TMVRKDGN3ZHXE0K6HV0FN2TDH48C","3O7C9ZLMU037LI1HPYLPIAO4PD8JV4","Choose and rewrite chatbot responses","You will see responses from a chatbot and be asked to choose and/or edit valid responses","chatbot, data collection, text","$0.09","Thu Oct 13 10:48:44 PDT 2022","1","BatchId:4899871;OriginalHitTemplateId:928390845;","7200","259200","Thu Oct 20 10:48:44 PDT 2022","","","3DPNQGW4LMKE03T6HTPY5KMUUIK64W","A2RBF3IIJP15IH","Submitted","Thu Oct 13 10:51:58 PDT 2022","Thu Oct 13 10:59:17 PDT 2022","Sun Oct 16 10:59:17 PDT 2022","","","","439","100% (474/474)","0% (0/0)","0% (0/0)","Are there any meetings on my calendar with no attendees next month ?","I did n't find any events with no attendees next month .","Are there any events with no attendees tomorrow ?","Do I have anything with no attendees tomorrow?","1","Do I have anything with no attendees tomorrow?","2","Is there anything on my calendar tomorrow with no attendees?","0","No, I need it to be 3 and a half hours instead.","3","{}","{}","1"
"32W3UF2EZOQ1T04D1IX021JLJ424CI","3O7C9ZLMU037LI1HPYLPIAO4PD8JV4","Choose and rewrite chatbot responses","You will see responses from a chatbot and be asked to choose and/or edit valid responses","chatbot, data collection, text","$0.09","Thu Oct 13 10:48:45 PDT 2022","1","BatchId:4899871;OriginalHitTemplateId:928390845;","7200","259200","Thu Oct 20 10:48:45 PDT 2022","","","3SPJ03342286M5MXQJ7UUDV6BP2JYZ","AKQAI78JTXXC9","Submitted","Thu Oct 13 10:49:26 PDT 2022","Thu Oct 13 10:53:09 PDT 2022","Sun Oct 16 10:53:09 PDT 2022","","","","223","100% (1478/1478)","0% (0/0)","0% (0/0)","What do I have scheduled for February 18 th","I did n't find any events on Monday the 18 th .","how come ? check again","Really?","1","Try searching again","0","Are you sure about that? Please check again.","2","The 2nd one works.","3","{}","{}","3"
"336OE47KI2P91BTX25YONLQ1O4GWVU","3O7C9ZLMU037LI1HPYLPIAO4PD8JV4","Choose and rewrite chatbot responses","You will see responses from a chatbot and be asked to choose and/or edit valid responses","chatbot, data collection, text","$0.09","Thu Oct 13 10:48:43 PDT 2022","1","BatchId:4899871;OriginalHitTemplateId:928390845;","7200","259200","Thu Oct 20 10:48:43 PDT 2022","","","3A4TN5196LNXSWQ26RMKL9N8V9GHCK","A2RBF3IIJP15IH","Submitted","Thu Oct 13 10:49:15 PDT 2022","Thu Oct 13 10:52:19 PDT 2022","Sun Oct 16 10:52:19 PDT 2022","","","","184","100% (474/474)","0% (0/0)","0% (0/0)","","","schedule a date with Lola this weekend on Saturday or Sunday for 3 hours","Schedule a date with Lola for 3 hours either Saturday or Sunday.","0","Can you tell me when my next block of free time is?","3","Schedule a date with Lola on Saturday for 3 hours.","2","schedule a date with Lola this weekend for 3 hours","1","{}","{}","1"
