"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.user_turn_0","Input.agent_turn_0","Input.user_turn_1","Input.option_0","Input.option_0_idx","Input.option_1","Input.option_1_idx","Input.option_2","Input.option_2_idx","Input.option_3","Input.option_3_idx","Answer.comments","Answer.manual_entry","Answer.radio-input","Approve","Reject"
"307FVKVSYRKVHJ9HA1PPMFR7IP774G","39W86F26ZQVM8GJYF5RIENUSDCV7RS","Choose and rewrite chatbot responses","You will see responses from a chatbot and be asked to choose and/or edit valid responses","chatbot, data collection, text","$0.09","Tue Oct 11 16:22:34 PDT 2022","3","BatchId:4898018;OriginalHitTemplateId:928390845;","7200","259200","Tue Oct 18 16:22:34 PDT 2022","","","3PPTZCWALRPNDI0FHVTM5LGUV57QZF","A28AXX4NCWPH1F","Submitted","Tue Oct 11 17:02:52 PDT 2022","Tue Oct 11 17:03:04 PDT 2022","Fri Oct 14 17:03:04 PDT 2022","","","","12","100% (4/4)","0% (0/0)","0% (0/0)","I 'm gon na chill with Jenny at the Zanzabar in Louisville tomorrow","Here are some times when you and Jenny are free ."," I 'd like the first one , but please also check if there will be any showers ","The first one. What will the weather be like there?","1","The second one, but make it an hour.","0","Let's go with the first one, but make it last all night.","2","what is the other?","3","{}","{}","1"
"307FVKVSYRKVHJ9HA1PPMFR7IP774G","39W86F26ZQVM8GJYF5RIENUSDCV7RS","Choose and rewrite chatbot responses","You will see responses from a chatbot and be asked to choose and/or edit valid responses","chatbot, data collection, text","$0.09","Tue Oct 11 16:22:34 PDT 2022","3","BatchId:4898018;OriginalHitTemplateId:928390845;","7200","259200","Tue Oct 18 16:22:34 PDT 2022","","","35L9RVQFCPNTEQ72SI7KFF9E20JUHL","A2LMQ4497NMK3S","Submitted","Tue Oct 11 16:23:02 PDT 2022","Tue Oct 11 16:28:17 PDT 2022","Fri Oct 14 16:28:17 PDT 2022","","","","315","100% (1103/1103)","0% (0/0)","0% (0/0)","I 'm gon na chill with Jenny at the Zanzabar in Louisville tomorrow","Here are some times when you and Jenny are free ."," I 'd like the first one , but please also check if there will be any showers ","The first one. What will the weather be like there?","1","The second one, but make it an hour.","0","Let's go with the first one, but make it last all night.","2","what is the other?","3","{}","{}","1"
"307FVKVSYRKVHJ9HA1PPMFR7IP774G","39W86F26ZQVM8GJYF5RIENUSDCV7RS","Choose and rewrite chatbot responses","You will see responses from a chatbot and be asked to choose and/or edit valid responses","chatbot, data collection, text","$0.09","Tue Oct 11 16:22:34 PDT 2022","3","BatchId:4898018;OriginalHitTemplateId:928390845;","7200","259200","Tue Oct 18 16:22:34 PDT 2022","","","326O153BMJ3VDE5EGM9PKC8DOK3EDM","A2RBF3IIJP15IH","Submitted","Tue Oct 11 16:45:25 PDT 2022","Tue Oct 11 16:46:36 PDT 2022","Fri Oct 14 16:46:36 PDT 2022","","","","71","100% (474/474)","0% (0/0)","0% (0/0)","I 'm gon na chill with Jenny at the Zanzabar in Louisville tomorrow","Here are some times when you and Jenny are free ."," I 'd like the first one , but please also check if there will be any showers ","The first one. What will the weather be like there?","1","The second one, but make it an hour.","0","Let's go with the first one, but make it last all night.","2","what is the other?","3","{}","{}","1"
"3TX9T2ZCB96QAVY732NR8R3XCBIZWL","39W86F26ZQVM8GJYF5RIENUSDCV7RS","Choose and rewrite chatbot responses","You will see responses from a chatbot and be asked to choose and/or edit valid responses","chatbot, data collection, text","$0.09","Tue Oct 11 16:22:34 PDT 2022","3","BatchId:4898018;OriginalHitTemplateId:928390845;","7200","259200","Tue Oct 18 16:22:34 PDT 2022","","","3I0BTBYZAYQZKZLB4BXOC8GAC7U0YP","A28AXX4NCWPH1F","Submitted","Tue Oct 11 16:29:32 PDT 2022","Tue Oct 11 16:29:55 PDT 2022","Fri Oct 14 16:29:55 PDT 2022","","","","23","100% (4/4)","0% (0/0)","0% (0/0)","","","How late am I here on the 2 nd","What time is it?","1","How many days do I have completely free next month?","0","What time is it?","2","Can you add a meeting in the conference room for March 10th?","3","{}","{}","3"
"3TX9T2ZCB96QAVY732NR8R3XCBIZWL","39W86F26ZQVM8GJYF5RIENUSDCV7RS","Choose and rewrite chatbot responses","You will see responses from a chatbot and be asked to choose and/or edit valid responses","chatbot, data collection, text","$0.09","Tue Oct 11 16:22:34 PDT 2022","3","BatchId:4898018;OriginalHitTemplateId:928390845;","7200","259200","Tue Oct 18 16:22:34 PDT 2022","","","3RWE2M8QWIF580HXX9ODVSI38NON0K","A2LMQ4497NMK3S","Submitted","Tue Oct 11 16:23:20 PDT 2022","Tue Oct 11 16:39:32 PDT 2022","Fri Oct 14 16:39:32 PDT 2022","","","","972","100% (1103/1103)","0% (0/0)","0% (0/0)","","","How late am I here on the 2 nd","What time is it?","1","How many days do I have completely free next month?","0","What time is it?","2","Can you add a meeting in the conference room for March 10th?","3","{}","How late will I be here on the 2nd?",""
"3TX9T2ZCB96QAVY732NR8R3XCBIZWL","39W86F26ZQVM8GJYF5RIENUSDCV7RS","Choose and rewrite chatbot responses","You will see responses from a chatbot and be asked to choose and/or edit valid responses","chatbot, data collection, text","$0.09","Tue Oct 11 16:22:34 PDT 2022","3","BatchId:4898018;OriginalHitTemplateId:928390845;","7200","259200","Tue Oct 18 16:22:34 PDT 2022","","","3X1FV8S5JYWFR91RD2Z7Q1ZW17IVGF","A2RBF3IIJP15IH","Submitted","Tue Oct 11 16:38:59 PDT 2022","Tue Oct 11 16:41:08 PDT 2022","Fri Oct 14 16:41:08 PDT 2022","","","","129","100% (474/474)","0% (0/0)","0% (0/0)","","","How late am I here on the 2 nd","What time is it?","1","How many days do I have completely free next month?","0","What time is it?","2","Can you add a meeting in the conference room for March 10th?","3","{}","{}","1"
"3J9L0X0VDFRB44GUZ4TSV314X8U9WG","39W86F26ZQVM8GJYF5RIENUSDCV7RS","Choose and rewrite chatbot responses","You will see responses from a chatbot and be asked to choose and/or edit valid responses","chatbot, data collection, text","$0.09","Tue Oct 11 16:22:34 PDT 2022","3","BatchId:4898018;OriginalHitTemplateId:928390845;","7200","259200","Tue Oct 18 16:22:34 PDT 2022","","","3SNVL38CI5XOUMRACCPHY130NIBCKU","A28AXX4NCWPH1F","Submitted","Tue Oct 11 18:23:53 PDT 2022","Tue Oct 11 18:34:20 PDT 2022","Fri Oct 14 18:34:20 PDT 2022","","","","627","100% (4/4)","0% (0/0)","0% (0/0)","What events do I have planned for tomorrow ?"," I found 1 matching event on your calendar . It 's "" work in recording studio "" tomorrow from 2 : 00 to 4 : 00 PM . ","Cancel work in recording studio on Sunday from 2 : 00 to 4 : 00 pm .","cancel work in recording studio on sunday at 2","1","Book a 2 hour brainstorming session after lunch today.","3","cancel work in recording studio","2","Delete work in recording studio from 2 to 4 pm on Sunday.","0","{}","Cancel work between 2 and 4 pm on sunday in the recording studio.","4"
"3J9L0X0VDFRB44GUZ4TSV314X8U9WG","39W86F26ZQVM8GJYF5RIENUSDCV7RS","Choose and rewrite chatbot responses","You will see responses from a chatbot and be asked to choose and/or edit valid responses","chatbot, data collection, text","$0.09","Tue Oct 11 16:22:34 PDT 2022","3","BatchId:4898018;OriginalHitTemplateId:928390845;","7200","259200","Tue Oct 18 16:22:34 PDT 2022","","","3JC6VJ2SACOXJO99LBPKQHUUQOBA5J","A2LMQ4497NMK3S","Submitted","Tue Oct 11 16:51:24 PDT 2022","Tue Oct 11 16:54:04 PDT 2022","Fri Oct 14 16:54:04 PDT 2022","","","","160","100% (1103/1103)","0% (0/0)","0% (0/0)","What events do I have planned for tomorrow ?"," I found 1 matching event on your calendar . It 's "" work in recording studio "" tomorrow from 2 : 00 to 4 : 00 PM . ","Cancel work in recording studio on Sunday from 2 : 00 to 4 : 00 pm .","cancel work in recording studio on sunday at 2","1","Book a 2 hour brainstorming session after lunch today.","3","cancel work in recording studio","2","Delete work in recording studio from 2 to 4 pm on Sunday.","0","{}","{}","1"
"3J9L0X0VDFRB44GUZ4TSV314X8U9WG","39W86F26ZQVM8GJYF5RIENUSDCV7RS","Choose and rewrite chatbot responses","You will see responses from a chatbot and be asked to choose and/or edit valid responses","chatbot, data collection, text","$0.09","Tue Oct 11 16:22:34 PDT 2022","3","BatchId:4898018;OriginalHitTemplateId:928390845;","7200","259200","Tue Oct 18 16:22:34 PDT 2022","","","3NGMS9VZTMNKHCJ623OLQUWYCYRFF9","A2RBF3IIJP15IH","Submitted","Tue Oct 11 16:23:13 PDT 2022","Tue Oct 11 16:28:28 PDT 2022","Fri Oct 14 16:28:28 PDT 2022","","","","315","100% (474/474)","0% (0/0)","0% (0/0)","What events do I have planned for tomorrow ?"," I found 1 matching event on your calendar . It 's "" work in recording studio "" tomorrow from 2 : 00 to 4 : 00 PM . ","Cancel work in recording studio on Sunday from 2 : 00 to 4 : 00 pm .","cancel work in recording studio on sunday at 2","1","Book a 2 hour brainstorming session after lunch today.","3","cancel work in recording studio","2","Delete work in recording studio from 2 to 4 pm on Sunday.","0","","{}","4"
"30EMX9PEVKO2EJICJWAGONCZ2P9SKD","39W86F26ZQVM8GJYF5RIENUSDCV7RS","Choose and rewrite chatbot responses","You will see responses from a chatbot and be asked to choose and/or edit valid responses","chatbot, data collection, text","$0.09","Tue Oct 11 16:22:34 PDT 2022","3","BatchId:4898018;OriginalHitTemplateId:928390845;","7200","259200","Tue Oct 18 16:22:34 PDT 2022","","","3HMIGG0U4MBH2OQEZFA35NMSV568YK","A28AXX4NCWPH1F","Submitted","Tue Oct 11 16:30:34 PDT 2022","Tue Oct 11 16:31:02 PDT 2022","Fri Oct 14 16:31:02 PDT 2022","","","","28","100% (4/4)","0% (0/0)","0% (0/0)","","","How many feel of snow are we expecting by tomorrow night ?","Add my birthday birthday on June 23","3","What are the chances of snow tomorrow night?","2","What are the chances of snow tomorrow night?","1","What causes hail?","0","{}","How many feet of snow are expected for tomorrow night?","1"
